musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder
Aliy Zirkle,31,3/9 20:38:00,14,3/9 20:38:00,14,0h 0m,3h 45m,3/9 16:53:00,6.67,Anvik,2018-03-09T20:38:00Z,2018-03-09T20:38:00Z,2018-03-09T16:53:00Z,225,0,0,0,11,15
Ketil Reitan,54,3/9 20:49:00,13,3/9 20:58:00,13,0h 9m,3h 43m,3/9 17:06:00,6.73,Anvik,2018-03-09T20:49:00Z,2018-03-09T20:58:00Z,2018-03-09T17:06:00Z,223,9,0,0,12,14
Travis Beals,60,3/9 20:57:00,14,3/9 21:01:00,14,0h 4m,3h 19m,3/9 17:38:00,7.54,Anvik,2018-03-09T20:57:00Z,2018-03-09T21:01:00Z,2018-03-09T17:38:00Z,199,4,0,0,13,9
Mats Pettersson,3,3/9 21:03:00,14,3/9 21:07:00,14,0h 4m,6h 36m,3/9 14:27:00,3.79,Anvik,2018-03-09T21:03:00Z,2018-03-09T21:07:00Z,2018-03-09T14:27:00Z,396,4,0,0,14,18
Kelly Maixner,52,3/9 21:30:00,15,3/9 21:35:00,15,0h 5m,3h 49m,3/9 17:41:00,6.55,Anvik,2018-03-09T21:30:00Z,2018-03-09T21:35:00Z,2018-03-09T17:41:00Z,229,5,0,0,15,17
Lars Monsen,61,3/9 21:32:00,15,3/9 21:35:00,15,0h 3m,4h 2m,3/9 17:30:00,6.2,Anvik,2018-03-09T21:32:00Z,2018-03-09T21:35:00Z,2018-03-09T17:30:00Z,242,3,0,0,16,20
Hugh Neff,68,3/9 21:42:00,12,3/9 21:43:00,12,0h 1m,3h 53m,3/9 17:49:00,6.44,Anvik,2018-03-09T21:42:00Z,2018-03-09T21:43:00Z,2018-03-09T17:49:00Z,233,1,0,0,17,21
Michelle Phillips,18,3/9 22:06:00,13,3/9 22:16:00,13,0h 10m,3h 41m,3/9 18:25:00,6.79,Anvik,2018-03-09T22:06:00Z,2018-03-09T22:16:00Z,2018-03-09T18:25:00Z,221,10,0,0,18,19
Matthew Failor,55,3/9 22:20:00,16,3/9 22:25:00,16,0h 5m,3h 19m,3/9 19:01:00,7.54,Anvik,2018-03-09T22:20:00Z,2018-03-09T22:25:00Z,2018-03-09T19:01:00Z,199,5,0,0,19,13
Matt Hall,15,3/9 22:53:00,14,3/9 22:58:00,14,0h 5m,3h 42m,3/9 19:11:00,6.76,Anvik,2018-03-09T22:53:00Z,2018-03-09T22:58:00Z,2018-03-09T19:11:00Z,222,5,0,0,20,11
Ramey Smyth,21,3/9 23:41:00,14,3/9 23:51:00,14,0h 10m,3h 42m,3/9 19:59:00,6.76,Anvik,2018-03-09T23:41:00Z,2018-03-09T23:51:00Z,2018-03-09T19:59:00Z,222,10,0,0,21,8
Martin Buser,28,3/10 01:08:00,15,3/10 01:09:00,15,0h 1m,3h 40m,3/9 21:28:00,6.82,Anvik,2018-03-10T01:08:00Z,2018-03-10T01:09:00Z,2018-03-09T21:28:00Z,220,1,0,0,22,28
Michi Konno,63,3/10 01:10:00,12,3/10 01:18:00,12,0h 8m,3h 38m,3/9 21:32:00,6.88,Anvik,2018-03-10T01:10:00Z,2018-03-10T01:18:00Z,2018-03-09T21:32:00Z,218,8,0,0,23,23
Cody Strathe,2,3/10 02:20:00,13,3/10 02:28:00,13,0h 8m,3h 14m,3/9 23:06:00,7.73,Anvik,2018-03-10T02:20:00Z,2018-03-10T02:28:00Z,2018-03-09T23:06:00Z,194,8,0,0,25,29
Ryan Redington,7,3/10 01:55:00,11,3/10 02:29:00,11,0h 34m,3h 36m,3/9 22:19:00,6.94,Anvik,2018-03-10T01:55:00Z,2018-03-10T02:29:00Z,2018-03-09T22:19:00Z,216,34,0,0,24,NA
Tom Knolmayer,43,3/10 05:25:00,13,3/10 05:36:00,13,0h 11m,3h 39m,3/10 01:46:00,6.85,Anvik,2018-03-10T05:25:00Z,2018-03-10T05:36:00Z,2018-03-10T01:46:00Z,219,11,0,0,27,32
Katherine Keith,51,3/10 05:58:00,14,3/10 06:00:00,14,0h 2m,3h 29m,3/10 02:29:00,7.18,Anvik,2018-03-10T05:58:00Z,2018-03-10T06:00:00Z,2018-03-10T02:29:00Z,209,2,0,0,28,26
Jessie Holmes,41,3/10 06:39:00,14,3/10 06:51:00,14,0h 12m,3h 7m,3/10 03:32:00,8.02,Anvik,2018-03-10T06:39:00Z,2018-03-10T06:51:00Z,2018-03-10T03:32:00Z,187,12,0,0,29,7
Rick Casillo,9,3/10 03:38:00,12,3/10 06:54:00,12,3h 16m,3h 5m,3/10 00:33:00,8.11,Anvik,2018-03-10T03:38:00Z,2018-03-10T06:54:00Z,2018-03-10T00:33:00Z,185,196,0,0,26,27
Anna Berington,4,3/10 07:14:00,12,3/10 07:21:00,12,0h 7m,3h 24m,3/10 03:50:00,7.35,Anvik,2018-03-10T07:14:00Z,2018-03-10T07:21:00Z,2018-03-10T03:50:00Z,204,7,0,0,30,22
"Michael Williams, Jr.",27,3/10 08:44:00,12,3/10 08:49:00,11,0h 5m,3h 4m,3/10 05:40:00,8.15,Anvik,2018-03-10T08:44:00Z,2018-03-10T08:49:00Z,2018-03-10T05:40:00Z,184,5,1,0,32,25
Jeff King,40,3/10 09:17:00,13,3/10 09:29:00,13,0h 12m,3h 10m,3/10 06:07:00,7.89,Anvik,2018-03-10T09:17:00Z,2018-03-10T09:29:00Z,2018-03-10T06:07:00Z,190,12,0,0,33,24
Charley Bejna,38,3/10 09:29:00,14,3/10 09:45:00,14,0h 16m,3h 0m,3/10 06:29:00,8.33,Anvik,2018-03-10T09:29:00Z,2018-03-10T09:45:00Z,2018-03-10T06:29:00Z,180,16,0,0,34,35
Larry Daugherty,14,3/10 07:55:00,15,3/10 12:21:00,14,4h 26m,3h 32m,3/10 04:23:00,7.08,Anvik,2018-03-10T07:55:00Z,2018-03-10T12:21:00Z,2018-03-10T04:23:00Z,212,266,1,0,31,40
Bradley Farquhar,65,3/10 15:21:00,11,3/10 15:31:00,11,0h 10m,3h 11m,3/10 12:10:00,7.85,Anvik,2018-03-10T15:21:00Z,2018-03-10T15:31:00Z,2018-03-10T12:10:00Z,191,10,0,0,35,44
Jim Lanier,32,3/10 16:27:00,15,3/10 16:51:00,15,0h 24m,3h 1m,3/10 13:26:00,8.29,Anvik,2018-03-10T16:27:00Z,2018-03-10T16:51:00Z,2018-03-10T13:26:00Z,181,24,0,0,37,NA
Emily Maxwell,58,3/10 17:35:00,13,3/10 18:01:00,13,0h 26m,3h 18m,3/10 14:17:00,7.58,Anvik,2018-03-10T17:35:00Z,2018-03-10T18:01:00Z,2018-03-10T14:17:00Z,198,26,0,0,38,33
Aaron Peck,50,3/10 18:14:00,14,3/10 18:27:00,13,0h 13m,3h 29m,3/10 14:45:00,7.18,Anvik,2018-03-10T18:14:00Z,2018-03-10T18:27:00Z,2018-03-10T14:45:00Z,209,13,1,0,39,34
Kristy Berington,20,3/10 19:09:00,13,3/10 19:11:00,13,0h 2m,3h 37m,3/10 15:32:00,6.91,Anvik,2018-03-10T19:09:00Z,2018-03-10T19:11:00Z,2018-03-10T15:32:00Z,217,2,0,0,40,36
Andy Pohl,12,3/10 19:09:00,12,3/10 19:12:00,12,0h 3m,3h 51m,3/10 15:18:00,6.49,Anvik,2018-03-10T19:09:00Z,2018-03-10T19:12:00Z,2018-03-10T15:18:00Z,231,3,0,0,41,37
Dave Delcourt,57,3/10 22:31:00,13,3/10 22:40:00,13,0h 9m,3h 32m,3/10 18:59:00,7.08,Anvik,2018-03-10T22:31:00Z,2018-03-10T22:40:00Z,2018-03-10T18:59:00Z,212,9,0,0,44,47
Allen Moore,26,3/10 22:49:00,13,3/10 22:49:00,13,0h 0m,3h 11m,3/10 19:38:00,7.85,Anvik,2018-03-10T22:49:00Z,2018-03-10T22:49:00Z,2018-03-10T19:38:00Z,191,0,0,0,45,NA
Brett Bruggeman,37,3/10 22:55:00,15,3/10 22:59:00,15,0h 4m,3h 10m,3/10 19:45:00,7.89,Anvik,2018-03-10T22:55:00Z,2018-03-10T22:59:00Z,2018-03-10T19:45:00Z,190,4,0,0,46,39
Scott Janssen,23,3/10 23:24:00,14,3/11 00:16:00,14,0h 52m,2h 59m,3/10 20:25:00,8.38,Anvik,2018-03-10T23:24:00Z,2018-03-11T00:16:00Z,2018-03-10T20:25:00Z,179,52,0,0,47,NA
Noah Pereira,49,3/10 16:19:00,11,3/11 00:24:00,11,8h 5m,3h 19m,3/10 13:00:00,7.54,Anvik,2018-03-10T16:19:00Z,2018-03-11T00:24:00Z,2018-03-10T13:00:00Z,199,485,0,0,36,31
Andrew Nolan,56,3/11 01:48:00,12,3/11 01:48:00,12,0h 0m,3h 21m,3/10 22:27:00,7.46,Anvik,2018-03-11T01:48:00Z,2018-03-11T01:48:00Z,2018-03-10T22:27:00Z,201,0,0,0,50,30
Shaynee Traska,5,3/11 01:25:00,13,3/11 01:49:00,12,0h 24m,3h 50m,3/10 21:35:00,6.52,Anvik,2018-03-11T01:25:00Z,2018-03-11T01:49:00Z,2018-03-10T21:35:00Z,230,24,1,0,48,48
Monica Zappa,48,3/10 21:46:00,14,3/11 03:03:00 *,13,4h 17m,3h 18m,3/10 18:28:00,7.58,Anvik,2018-03-10T21:46:00Z,2018-03-11T03:03:00Z,2018-03-10T18:28:00Z,198,317,1,0,42,38
Alan Eischens,53,3/11 04:43:00 *,14,3/11 04:45:00,14,0h 2m,3h 14m,3/11 00:29:00,7.73,Anvik,2018-03-11T04:43:00Z,2018-03-11T04:45:00Z,2018-03-11T00:29:00Z,254,2,0,0,52,NA
Lev Shvarts,22,3/10 22:15:00,14,3/11 05:18:00 *,13,6h 3m,3h 38m,3/10 18:37:00,6.88,Anvik,2018-03-10T22:15:00Z,2018-03-11T05:18:00Z,2018-03-10T18:37:00Z,218,423,1,0,43,41
Meredith Mapes,16,3/11 06:28:00,12,3/11 06:36:00,11,0h 8m,3h 16m,3/11 03:12:00,7.65,Anvik,2018-03-11T06:28:00Z,2018-03-11T06:36:00Z,2018-03-11T03:12:00Z,196,8,1,0,53,49
Misha Wiljes,19,3/11 07:02:00,14,3/11 07:11:00,14,0h 9m,3h 12m,3/11 03:50:00,7.81,Anvik,2018-03-11T07:02:00Z,2018-03-11T07:11:00Z,2018-03-11T03:50:00Z,192,9,0,0,54,45
Rob Cooke,10,3/11 07:10:00,14,3/11 07:14:00,14,0h 4m,3h 39m,3/11 03:31:00,6.85,Anvik,2018-03-11T07:10:00Z,2018-03-11T07:14:00Z,2018-03-11T03:31:00Z,219,4,0,0,55,NA
Anja Radano,24,3/11 08:09:00,13,3/11 08:22:00,13,0h 13m,3h 27m,3/11 04:42:00,7.25,Anvik,2018-03-11T08:09:00Z,2018-03-11T08:22:00Z,2018-03-11T04:42:00Z,207,13,0,0,56,51
Jeff Deeter,45,3/11 01:59:00,9,3/11 08:24:00 *,8,5h 25m,3h 22m,3/10 22:37:00,7.43,Anvik,2018-03-11T01:59:00Z,2018-03-11T08:24:00Z,2018-03-10T22:37:00Z,202,385,1,0,51,43
Jason Stewart,66,3/11 08:25:00,15,3/11 08:29:00,15,0h 4m,3h 6m,3/11 05:19:00,8.06,Anvik,2018-03-11T08:25:00Z,2018-03-11T08:29:00Z,2018-03-11T05:19:00Z,186,4,0,0,57,50
Peter Fleck,67,3/11 01:26:00,14,3/11 08:56:00 *,13,6h 30m,3h 20m,3/10 22:06:00,7.5,Anvik,2018-03-11T01:26:00Z,2018-03-11T08:56:00Z,2018-03-10T22:06:00Z,200,450,1,0,49,42
Magnus Kaltenborn,6,3/11 09:44:00,16,3/11 09:50:00,16,0h 6m,3h 37m,3/11 06:07:00,6.91,Anvik,2018-03-11T09:44:00Z,2018-03-11T09:50:00Z,2018-03-11T06:07:00Z,217,6,0,0,58,52
Tim Muto,42,3/11 10:03:00,13,3/11 10:25:00,13,0h 22m,3h 3m,3/11 07:00:00,8.2,Anvik,2018-03-11T10:03:00Z,2018-03-11T10:25:00Z,2018-03-11T07:00:00Z,183,22,0,0,59,46
Marcelle Fressineau,35,3/11 11:52:00,13,3/11 16:12:00,13,4h 20m,3h 30m,3/11 08:22:00,7.14,Anvik,2018-03-11T11:52:00Z,2018-03-11T16:12:00Z,2018-03-11T08:22:00Z,210,260,0,0,60,NA
Tara Cicatello,44,3/12 03:55:00,13,3/12 04:39:00,13,0h 44m,3h 28m,3/12 00:27:00,7.21,Anvik,2018-03-12T03:55:00Z,2018-03-12T04:39:00Z,2018-03-12T00:27:00Z,208,44,0,0,61,NA
Tom Schonberger,25,3/12 06:52:00,11,3/12 07:04:00,11,0h 12m,4h 57m,3/12 01:55:00,5.05,Anvik,2018-03-12T06:52:00Z,2018-03-12T07:04:00Z,2018-03-12T01:55:00Z,297,12,0,0,63,NA
Steve Watkins,59,3/12 05:11:00,12,3/12 07:43:00,12,2h 32m,4h 4m,3/12 01:07:00,6.15,Anvik,2018-03-12T05:11:00Z,2018-03-12T07:43:00Z,2018-03-12T01:07:00Z,244,152,0,0,62,NA
Nicolas Petit,46,3/9 16:11:00,14,3/9 16:48:00,14,0h 37m,2h 50m,3/9 13:21:00,6.35,Grayling,2018-03-09T16:11:00Z,2018-03-09T16:48:00Z,2018-03-09T13:21:00Z,170,37,0,0,3,2
Mitch Seavey,13,3/9 13:45:00,12,3/9 21:45:00,12,8h 0m,2h 41m,3/9 11:04:00,6.71,Grayling,2018-03-09T13:45:00Z,2018-03-09T21:45:00Z,2018-03-09T11:04:00Z,161,480,0,0,1,3
Joar Leifseth Ulsom,33,3/9 13:58:00,15,3/9 21:58:00,13,8h 0m,2h 52m,3/9 11:06:00,6.28,Grayling,2018-03-09T13:58:00Z,2018-03-09T21:58:00Z,2018-03-09T11:06:00Z,172,480,2,0,2,1
Ray Redington Jr,17,3/9 21:52:00,14,3/10 04:05:00,14,6h 13m,2h 41m,3/9 19:11:00,6.71,Grayling,2018-03-09T21:52:00Z,2018-03-10T04:05:00Z,2018-03-09T19:11:00Z,161,373,0,0,6,4
Peter Kaiser,30,3/9 21:40:00,12,3/10 04:19:00,12,6h 39m,2h 44m,3/9 18:56:00,6.59,Grayling,2018-03-09T21:40:00Z,2018-03-10T04:19:00Z,2018-03-09T18:56:00Z,164,399,0,0,4,5
Richie Diehl,29,3/9 21:48:00,13,3/10 04:19:00,13,6h 31m,2h 42m,3/9 19:06:00,6.67,Grayling,2018-03-09T21:48:00Z,2018-03-10T04:19:00Z,2018-03-09T19:06:00Z,162,391,0,0,5,6
Aaron Burmeister,64,3/9 23:18:00,12,3/10 04:35:00,12,5h 17m,2h 54m,3/9 20:24:00,6.21,Grayling,2018-03-09T23:18:00Z,2018-03-10T04:35:00Z,2018-03-09T20:24:00Z,174,317,0,0,10,12
Travis Beals,60,3/9 23:40:00,14,3/10 05:20:00,14,5h 40m,2h 39m,3/9 21:01:00,6.79,Grayling,2018-03-09T23:40:00Z,2018-03-10T05:20:00Z,2018-03-09T21:01:00Z,159,340,0,0,11,9
Wade Marrs,11,3/9 22:35:00,12,3/10 05:37:00,12,7h 2m,2h 59m,3/9 19:36:00,6.03,Grayling,2018-03-09T22:35:00Z,2018-03-10T05:37:00Z,2018-03-09T19:36:00Z,179,422,0,0,7,NA
Jessie Royer,36,3/9 23:00:00,13,3/10 05:38:00,13,6h 38m,3h 5m,3/9 19:55:00,5.84,Grayling,2018-03-09T23:00:00Z,2018-03-10T05:38:00Z,2018-03-09T19:55:00Z,185,398,0,0,9,16
Aliy Zirkle,31,3/9 23:45:00,14,3/10 05:39:00,13,5h 54m,3h 7m,3/9 20:38:00,5.78,Grayling,2018-03-09T23:45:00Z,2018-03-10T05:39:00Z,2018-03-09T20:38:00Z,187,354,1,0,12,15
Ramey Smyth,21,3/10 02:30:00,14,3/10 06:44:00,14,4h 14m,2h 39m,3/9 23:51:00,6.79,Grayling,2018-03-10T02:30:00Z,2018-03-10T06:44:00Z,2018-03-09T23:51:00Z,159,254,0,0,21,8
Matt Hall,15,3/10 02:00:00,14,3/10 06:50:00,14,4h 50m,3h 2m,3/9 22:58:00,5.93,Grayling,2018-03-10T02:00:00Z,2018-03-10T06:50:00Z,2018-03-09T22:58:00Z,182,290,0,0,20,11
Hugh Neff,68,3/10 00:39:00,12,3/10 07:00:00,12,6h 21m,2h 56m,3/9 21:43:00,6.14,Grayling,2018-03-10T00:39:00Z,2018-03-10T07:00:00Z,2018-03-09T21:43:00Z,176,381,0,0,17,21
Matthew Failor,55,3/10 00:54:00,16,3/10 07:07:00,16,6h 13m,2h 29m,3/9 22:25:00,7.25,Grayling,2018-03-10T00:54:00Z,2018-03-10T07:07:00Z,2018-03-09T22:25:00Z,149,373,0,0,18,13
Linwood Fiedler,8,3/9 22:40:00,13,3/10 07:34:00,13,8h 54m,2h 52m,3/9 19:48:00,6.28,Grayling,2018-03-09T22:40:00Z,2018-03-10T07:34:00Z,2018-03-09T19:48:00Z,172,534,0,0,8,10
Ketil Reitan,54,3/9 23:50:00,13,3/10 07:57:00,12,8h 7m,2h 52m,3/9 20:58:00,6.28,Grayling,2018-03-09T23:50:00Z,2018-03-10T07:57:00Z,2018-03-09T20:58:00Z,172,487,1,0,13,14
Mats Pettersson,3,3/9 23:56:00,14,3/10 07:57:00,13,8h 1m,2h 49m,3/9 21:07:00,6.39,Grayling,2018-03-09T23:56:00Z,2018-03-10T07:57:00Z,2018-03-09T21:07:00Z,169,481,1,0,14,18
Kelly Maixner,52,3/10 00:35:00,15,3/10 08:35:00,15,8h 0m,3h 0m,3/9 21:35:00,6,Grayling,2018-03-10T00:35:00Z,2018-03-10T08:35:00Z,2018-03-09T21:35:00Z,180,480,0,0,16,17
Lars Monsen,61,3/10 00:27:00,15,3/10 08:37:00,14,8h 10m,2h 52m,3/9 21:35:00,6.28,Grayling,2018-03-10T00:27:00Z,2018-03-10T08:37:00Z,2018-03-09T21:35:00Z,172,490,1,0,15,20
Martin Buser,28,3/10 04:20:00,15,3/10 08:39:00,15,4h 19m,3h 11m,3/10 01:09:00,5.65,Grayling,2018-03-10T04:20:00Z,2018-03-10T08:39:00Z,2018-03-10T01:09:00Z,191,259,0,0,23,28
Michelle Phillips,18,3/10 01:08:00,13,3/10 09:08:00,13,8h 0m,2h 52m,3/9 22:16:00,6.28,Grayling,2018-03-10T01:08:00Z,2018-03-10T09:08:00Z,2018-03-09T22:16:00Z,172,480,0,0,19,19
Rick Casillo,9,3/10 09:24:00,12,3/10 09:34:00,12,0h 10m,2h 30m,3/10 06:54:00,7.2,Grayling,2018-03-10T09:24:00Z,2018-03-10T09:34:00Z,2018-03-10T06:54:00Z,150,10,0,0,29,27
Michi Konno,63,3/10 04:19:00,12,3/10 09:54:00,12,5h 35m,3h 1m,3/10 01:18:00,5.97,Grayling,2018-03-10T04:19:00Z,2018-03-10T09:54:00Z,2018-03-10T01:18:00Z,181,335,0,0,22,23
Ryan Redington,7,3/10 05:12:00,11,3/10 10:50:00,11,5h 38m,2h 43m,3/10 02:29:00,6.63,Grayling,2018-03-10T05:12:00Z,2018-03-10T10:50:00Z,2018-03-10T02:29:00Z,163,338,0,0,25,NA
Cody Strathe,2,3/10 05:06:00,13,3/10 14:33:00,12,9h 27m,2h 38m,3/10 02:28:00,6.84,Grayling,2018-03-10T05:06:00Z,2018-03-10T14:33:00Z,2018-03-10T02:28:00Z,158,567,1,0,24,29
Anna Berington,4,3/10 09:42:00,12,3/10 15:28:00,11,5h 46m,2h 21m,3/10 07:21:00,7.66,Grayling,2018-03-10T09:42:00Z,2018-03-10T15:28:00Z,2018-03-10T07:21:00Z,141,346,1,0,30,22
Larry Daugherty,14,3/10 15:15:00,14,3/10 15:42:00,14,0h 27m,2h 54m,3/10 12:21:00,6.21,Grayling,2018-03-10T15:15:00Z,2018-03-10T15:42:00Z,2018-03-10T12:21:00Z,174,27,0,0,34,40
Jessie Holmes,41,3/10 08:53:00,14,3/10 15:52:00,13,6h 59m,2h 2m,3/10 06:51:00,8.85,Grayling,2018-03-10T08:53:00Z,2018-03-10T15:52:00Z,2018-03-10T06:51:00Z,122,419,1,0,28,7
Tom Knolmayer,43,3/10 08:40:00,13,3/10 16:41:00,13,8h 1m,3h 4m,3/10 05:36:00,5.87,Grayling,2018-03-10T08:40:00Z,2018-03-10T16:41:00Z,2018-03-10T05:36:00Z,184,481,0,0,26,32
Katherine Keith,51,3/10 08:51:00,14,3/10 16:51:00,13,8h 0m,2h 51m,3/10 06:00:00,6.32,Grayling,2018-03-10T08:51:00Z,2018-03-10T16:51:00Z,2018-03-10T06:00:00Z,171,480,1,0,27,26
"Michael Williams, Jr.",27,3/10 11:16:00,11,3/10 19:16:00,11,8h 0m,2h 27m,3/10 08:49:00,7.35,Grayling,2018-03-10T11:16:00Z,2018-03-10T19:16:00Z,2018-03-10T08:49:00Z,147,480,0,0,31,25
Jeff King,40,3/10 11:52:00,13,3/10 19:53:00,13,8h 1m,2h 23m,3/10 09:29:00,7.55,Grayling,2018-03-10T11:52:00Z,2018-03-10T19:53:00Z,2018-03-10T09:29:00Z,143,481,0,0,32,24
Charley Bejna,38,3/10 12:13:00,14,3/10 20:17:00,14,8h 4m,2h 28m,3/10 09:45:00,7.3,Grayling,2018-03-10T12:13:00Z,2018-03-10T20:17:00Z,2018-03-10T09:45:00Z,148,484,0,0,33,35
Bradley Farquhar,65,3/10 18:01:00,11,3/11 03:40:00 *,11,8h 39m,2h 30m,3/10 15:31:00,7.2,Grayling,2018-03-10T18:01:00Z,2018-03-11T03:40:00Z,2018-03-10T15:31:00Z,150,579,0,0,35,44
Emily Maxwell,58,3/10 20:35:00,13,3/11 04:15:00 *,13,6h 40m,2h 34m,3/10 18:01:00,7.01,Grayling,2018-03-10T20:35:00Z,2018-03-11T04:15:00Z,2018-03-10T18:01:00Z,154,460,0,0,37,33
Jim Lanier,32,3/10 19:10:00,15,3/11 05:49:00 *,15,9h 39m,2h 19m,3/10 16:51:00,7.77,Grayling,2018-03-10T19:10:00Z,2018-03-11T05:49:00Z,2018-03-10T16:51:00Z,139,639,0,0,36,NA
Aaron Peck,50,3/10 20:53:00,13,3/11 05:57:00 *,13,8h 4m,2h 26m,3/10 18:27:00,7.4,Grayling,2018-03-10T20:53:00Z,2018-03-11T05:57:00Z,2018-03-10T18:27:00Z,146,544,0,0,38,34
Lev Shvarts,22,3/11 07:47:00,13,3/11 08:08:00,13,0h 21m,2h 29m,3/11 05:18:00,7.25,Grayling,2018-03-11T07:47:00Z,2018-03-11T08:08:00Z,2018-03-11T05:18:00Z,149,21,0,0,50,41
Noah Pereira,49,3/11 03:59:00 *,11,3/11 08:10:00,10,4h 11m,2h 35m,3/11 00:24:00,6.97,Grayling,2018-03-11T03:59:00Z,2018-03-11T08:10:00Z,2018-03-11T00:24:00Z,215,251,1,0,45,31
Monica Zappa,48,3/11 05:30:00,13,3/11 09:48:00,13,4h 18m,2h 27m,3/11 03:03:00,7.35,Grayling,2018-03-11T05:30:00Z,2018-03-11T09:48:00Z,2018-03-11T03:03:00Z,147,258,0,0,47,38
Andy Pohl,12,3/10 22:06:00,12,3/11 10:20:00 *,11,11h 14m,2h 54m,3/10 19:12:00,6.21,Grayling,2018-03-10T22:06:00Z,2018-03-11T10:20:00Z,2018-03-10T19:12:00Z,174,734,1,0,39,37
Kristy Berington,20,3/10 22:06:00,13,3/11 10:20:00 *,13,11h 14m,2h 55m,3/10 19:11:00,6.17,Grayling,2018-03-10T22:06:00Z,2018-03-11T10:20:00Z,2018-03-10T19:11:00Z,175,734,0,0,40,36
Andrew Nolan,56,3/11 05:22:00 *,12,3/11 10:39:00,12,5h 17m,2h 34m,3/11 01:48:00,7.01,Grayling,2018-03-11T05:22:00Z,2018-03-11T10:39:00Z,2018-03-11T01:48:00Z,214,317,0,0,46,30
Brett Bruggeman,37,3/11 01:30:00,15,3/11 10:58:00 *,15,8h 28m,2h 31m,3/10 22:59:00,7.15,Grayling,2018-03-11T01:30:00Z,2018-03-11T10:58:00Z,2018-03-10T22:59:00Z,151,568,0,0,43,39
Jeff Deeter,45,3/11 10:45:00,8,3/11 10:58:00,8,0h 13m,2h 21m,3/11 08:24:00,7.66,Grayling,2018-03-11T10:45:00Z,2018-03-11T10:58:00Z,2018-03-11T08:24:00Z,141,13,0,0,55,43
Scott Janssen,23,3/11 03:36:00 *,14,3/11 11:18:00,14,7h 42m,2h 20m,3/11 00:16:00,7.71,Grayling,2018-03-11T03:36:00Z,2018-03-11T11:18:00Z,2018-03-11T00:16:00Z,200,462,0,0,44,NA
Peter Fleck,67,3/11 11:20:00,13,3/11 11:35:00,13,0h 15m,2h 24m,3/11 08:56:00,7.5,Grayling,2018-03-11T11:20:00Z,2018-03-11T11:35:00Z,2018-03-11T08:56:00Z,144,15,0,0,57,42
Dave Delcourt,57,3/11 01:23:00,13,3/11 12:15:00 *,12,9h 52m,2h 43m,3/10 22:40:00,6.63,Grayling,2018-03-11T01:23:00Z,2018-03-11T12:15:00Z,2018-03-10T22:40:00Z,163,652,1,0,42,47
Shaynee Traska,5,3/11 05:31:00 *,12,3/11 13:31:00,12,8h 0m,2h 42m,3/11 01:49:00,6.67,Grayling,2018-03-11T05:31:00Z,2018-03-11T13:31:00Z,2018-03-11T01:49:00Z,222,480,0,0,48,48
Alan Eischens,53,3/11 07:15:00,14,3/11 15:13:00,14,7h 58m,2h 30m,3/11 04:45:00,7.2,Grayling,2018-03-11T07:15:00Z,2018-03-11T15:13:00Z,2018-03-11T04:45:00Z,150,478,0,0,49,NA
Meredith Mapes,16,3/11 09:02:00,11,3/11 15:13:00,10,6h 11m,2h 26m,3/11 06:36:00,7.4,Grayling,2018-03-11T09:02:00Z,2018-03-11T15:13:00Z,2018-03-11T06:36:00Z,146,371,1,0,51,49
Rob Cooke,10,3/11 09:06:00,14,3/11 15:44:00,13,6h 38m,1h 52m,3/11 07:14:00,9.64,Grayling,2018-03-11T09:06:00Z,2018-03-11T15:44:00Z,2018-03-11T07:14:00Z,112,398,1,0,52,NA
Misha Wiljes,19,3/11 09:42:00,14,3/11 15:46:00,13,6h 4m,2h 31m,3/11 07:11:00,7.15,Grayling,2018-03-11T09:42:00Z,2018-03-11T15:46:00Z,2018-03-11T07:11:00Z,151,364,1,0,53,45
Anja Radano,24,3/11 10:46:00,13,3/11 18:46:00,13,8h 0m,2h 24m,3/11 08:22:00,7.5,Grayling,2018-03-11T10:46:00Z,2018-03-11T18:46:00Z,2018-03-11T08:22:00Z,144,480,0,0,56,51
Jason Stewart,66,3/11 10:42:00,15,3/11 19:46:00,15,9h 4m,2h 13m,3/11 08:29:00,8.12,Grayling,2018-03-11T10:42:00Z,2018-03-11T19:46:00Z,2018-03-11T08:29:00Z,133,544,0,0,54,50
Tim Muto,42,3/11 12:40:00,13,3/11 20:42:00,13,8h 2m,2h 15m,3/11 10:25:00,8,Grayling,2018-03-11T12:40:00Z,2018-03-11T20:42:00Z,2018-03-11T10:25:00Z,135,482,0,0,59,46
Magnus Kaltenborn,6,3/11 12:34:00,16,3/11 21:00:00,14,8h 26m,2h 44m,3/11 09:50:00,6.59,Grayling,2018-03-11T12:34:00Z,2018-03-11T21:00:00Z,2018-03-11T09:50:00Z,164,506,2,0,58,52
Marcelle Fressineau,35,3/11 19:00:00,13,3/12 01:06:00,12,6h 6m,2h 48m,3/11 16:12:00,6.43,Grayling,2018-03-11T19:00:00Z,2018-03-12T01:06:00Z,2018-03-11T16:12:00Z,168,366,1,0,60,NA
Allen Moore,26,3/11 01:18:00,13,3/12 07:57:00 *,13,29h 39m,2h 29m,3/10 22:49:00,7.25,Grayling,2018-03-11T01:18:00Z,2018-03-12T07:57:00Z,2018-03-10T22:49:00Z,149,1839,0,1,41,NA
